chr6	137907902	137909902	A20
chr6	137907903	137909903	A20
chr4	61995223	61997223	ADGRL3
chr4	61995533	61997533	ADGRL3
chr4	61995246	61997246	ADGRL3
chr4	99156594	99158594	ADH4
chr4	99156733	99158733	ADH4
chr10	62684804	62686804	ADO
chr22	40741514	40743514	ADSL
chr4	74300817	74302817	AFP
chr10	46045802	46046400	AGAP7
chr10	46050402	46055000	AGAP7, AGAP7P
chr14	105217356	105219356	AKT1
chr14	105222509	105227213	AKT1
chr14	105269356	105271356	AKT1
chr14	105443956	105445956	AKT1
chr14	104778988	104780988	AKT1
chrX	55056617	55058617	ALAS2
chr9	104183202	104211400	ALDOB
chr20	10034559	10036559	ANKEF1
chr10	27388383	27390383	ANKRD26
chr9	22110602	22120000	ANRIL
chr9	22123402	22125200	ANRIL
chr1	26436214	26438214	ARID1A
chr1	26797014	26799014	ARID1A
chr1	27098214	27100214	ARID1A
chr1	27492905	27493130	ARID1A
chr1	27718814	27720814	ARID1A
chr6	157038070	157044056	ARID1B
chr6	157041045	157041390	ARID1B
chr6	157108026	157117776	ARID1B
chr6	157146718	157155605	ARID1B
chr6	157389960	157390110	ARID1B
chr6	156981841	156986329	ARID1B
chr13	50369875	50371875	ARLTS1
chrX	1732783	1734783	ASMT
chrX	1732892	1734892	ASMT
chr11	108211820	108212010	ATM
chr11	109962591	109964591	ATM
chr11	107879191	107881191	ATM
chr14	75538602	75540400	BATF
chr2	60489908	60491908	BCL11A
chr2	60497316	60499316	BCL11A
chr15	54202002	54203000	BCL2, PYGO1
chr15	54203002	54203600	BCL2, PYGO1
chr3	187602695	187702695	BCL6
chr3	187800876	187841876	BCL6
chr3	187951516	187966329	BCL6
chr3	187777802	187780400	BCL6
chr3	187781802	187783600	BCL6
chr3	187784002	187785200	BCL6
chr3	187785402	187786600	BCL6
chr3	187787202	187787400	BCL6
chr3	187789602	187790200	BCL6
chr3	187790202	187790800	BCL6
chr3	187793202	187796600	BCL6
chr3	187798802	187801400	BCL6
chr3	187801802	187802000	BCL6
chr3	187802002	187804000	BCL6
chr3	187806802	187811600	BCL6
chr3	187811602	187811800	BCL6
chr3	187813202	187813600	BCL6
chr3	187815202	187816400	BCL6
chr3	187817602	187818600	BCL6
chr12	26318629	26320629	BHLHE41
chr15	40104735	40106735	BMF
chr14	53943201	53945201	BMP4
chr7	139693532	139695532	BRAF
chr7	140845065	140845215	BRAF
chr17	41444875	41446875	BRCA1
chr17	41278202	41283200	BRCA1
chr13	32893065	32896940	BRCA2
chr13	33213745	33213950	BRCA2
chr17	59365619	59367619	BRIP1
chr17	59376219	59378219	BRIP1
chr17	59523819	59525819	BRIP1
chr17	59720411	59725349	BRIP1
chr17	59788419	59790419	BRIP1
chr20	55681846	55688363	BRIP1
chr20	55698851	55704167	BRIP1
chr20	55772656	55776518	BRIP1
chr20	55826174	55830042	BRIP1
chr17	59713739	59720977	BRIP1
chr20	55795594	55800614	BRIP1
chr6	28234156	28234178	BTN3A2
chr6	28236326	28236348	BTN3A2
chr2	20681202	20686000	C2orf43
chr5	56728802	56740000	C5orf35
chr12	2239418	2241418	CACNA1C
chr12	2232402	2239200	CACNA1C
chr12	2252002	2254000	CACNA1C
chr19	13046602	13049400	CALR
chr10	12260402	12267400	CAMK1D, CDC123, CDC123/CAMK1D
chr2	85530202	85554600	CAPG
chr8	127400060	127402060	CARLo-5, MYC
chr4	185568801	185570801	CASP3
chr2	202313560	202313750	CASP8
chr2	202899156	202901156	CASP8
chr2	201339402	201346400	CASP8
chr22	39118402	39151000	CBX7
chr17	32559802	32586800	CCL2
chr17	34204402	34208600	CCL5
chr11	69515874	69517874	CCND1
chr11	69513202	69516800	CCND1
chr11	68859331	68897042	CCND1
chr11	68866977	68878822	CCND1
chr11	68879136	68884886	CCND1
chr11	68885240	68900797	CCND1
chr11	69048446	69053212	CCND1
chr11	69085854	69090766	CCND1
chr11	69190235	69194349	CCND1
chr11	69239403	69244581	CCND1
chr11	69244696	69268821	CCND1
chr11	69245058	69261066	CCND1
chr11	69277961	69307540	CCND1
chr11	69271160	69321971	CCND1
chr11	69312425	69323470	CCND1
chr11	69324407	69333564	CCND1
chr11	69321988	69364649	CCND1
chr11	69336092	69346737	CCND1
chr11	69388703	69392548	CCND1
chr11	69412696	69417462	CCND1
chr11	69414773	69423768	CCND1
chr11	69426300	69434124	CCND1
chr11	69463820	69465820	CCND1
chr11	69353107	69357452	CCND1
chr11	69423973	69425973	CCND1
chr11	69436214	69438214	CCND1
chr11	69418852	69420852	CCND1
chr19	29804946	29806946	CCNE1
chr3	46367680	46369680	CCR5
chr2	70851115	70853115	CD207
chr20	46110557	46112557	CD40
chr1	116557202	116561000	CD58
chr3	122074002	122078000	CD86
chr7	21897622	21899622	CDCA7L
chr16	68736851	68745710	CDH1
chr16	68735241	68752774	CDH1
chr16	68822093	68826092	CDH1
chr16	68829152	68834349	CDH1
chr12	12875934	12877934	CDKN1B
chr12	12952421	12957889	CDKN1B
chr9	22071265	22073265	CDKN2A
chr9	22075796	22077796	CDKN2A
chr9	22096002	22099600	CDKN2A
chr9	22101602	22110600	CDKN2A
chr9	22110602	22120000	CDKN2A
chr9	22093331	22095331	CDKN2A
chr1	241011779	241013779	CDKN2A
chr9	22072402	22073600	CDKN2A
chr9	21974127	21976127	CDKN2A
chr9	22123402	22125200	CDKN2A, MTAP, CDKN2B, CDKN2B-AS1
chr6	74596274	74597932	CDKN2B
chr9	22031802	22034200	CDKN2B-AS1
chr9	22123402	22125200	CDKN2B, CDKN2A
chr9	22123402	22125200	CDKN2B, CDKN2BAS, MTAP, CDKN2BAS, IFNA21
chr16	56994402	56997400	CETP
chr7	117615658	117617658	CFTR
chr22	29194401	29196401	CHEK2
chr22	29203252	29220632	CHEK2
chr22	29203240	29216422	CHEK2
chr2	175626602	175632200	chrNA1
chr12	9722495	9724495	CLECL1
chrX	45297055	45299055	CXorf36
chrX	37639002	37678400	CYBB
chr12	57738473	57740473	CYP27B1
chr13	72425787	72428335	DACH1
chr9	87109354	87111354	DAPK1
chr3	36992455	36994455	DCLK3
chr5	141633927	141635927	DIAPH1
chr13	73348002	73355000	DIS3
chr7	96357368	96357928	DLX6, DLX5
chr7	55322560	55322795	EGFR
chr7	55102180	55102330	EGFR
chr19	41367602	41372400	EGLN2
chr10	64201343	64202560	EGR2
chr10	62977202	62978000	EGR2
chr5	96936402	96937800	ERAP2
chr21	47819654	47820374	ERG
chr6	151924219	151925969	ESR1
chr6	151953109	151955347	ESR1
chr6	152023958	152025191	ESR1
chr6	152360377	152360720	ESR1
chr6	150464708	150466708	ESR1
chr6	151933574	151939066	ESR1
chr6	151950495	151962787	ESR1
chr6	152232665	152232815	ESR1
chr6	151632602	151640600	ESR1, RMND1
chr6	152110767	152112767	ESR1, RMND1
chr6	151626202	151632600	ESR1, RMND1, CCDC170
chr21	38910809	38912809	ETS2
chr12	11880489	11886142	ETV6
chr12	11898734	11900734	ETV6
chr12	12034563	12039946	ETV6
chr12	12038220	12038430	ETV6
chr12	12036773	12041762	ETV6
chr12	12878734	12880734	ETV6
chr12	11836402	11997800	ETV6
chr3	128291911	128293310	EVI1
chr3	128320778	128328914	EVI1
chr3	128320778	128328914	EVI1, GATA2
chr13	113759602	113760800	F7
chrX	154251002	154251200	F8
chrX	138611889	138613889	F9
chr12	57769802	57772400	FAM119B, AVIL, TSFM, CYP27B1, TSPAN31
chr8	11485002	11488000	FAM167A
chr8	127888002	127892000	FAM84B
chr10	121573202	121575000	FGER2
chr5	44705396	44707396	FGF10, MRPS30, FGF10, MRPS30
chr10	121579797	121581797	FGFR2
chr10	121579918	121581918	FGFR2
chr14	37708906	37733371	FOXA1
chr14	38058145	38058375	FOXA1
chr14	38106984	38130497	FOXA1
chr14	38108679	38125791	FOXA1
chr14	38119850	38121850	FOXA1
chr14	38163892	38186188	FOXA1
chr14	38165681	38186607	FOXA1
chr9	97768002	97810800	FOXE1, PTCSC2, FOXE1
chr14	29530199	29532199	FOXG1
chr3	138948982	138956382	FOXL2
chr3	140431968	140432183	FOXL2
chr3	140432327	140432425	FOXL2
chr3	140436096	140436391	FOXL2
chr3	140435755	140435885	FOXL2
chr3	140434920	140435316	FOXL2
chr3	140438276	140438409	FOXL2
chr3	140438782	140438885	FOXL2
chr3	140436467	140436614	FOXL2
chr16	53781363	53783363	FTO
chr16	53781840	53783840	FTO
chr16	53781926	53783926	FTO
chr2	170832611	170834611	GAD1
chr2	170820802	170822200	GAD1
chr3	115376646	115378646	GAP43
chr3	128201711	128202310	GATA2
chr3	128320778	128328914	GATA2
chr10	6243195	6245195	GATA3
chr10	7564821	7568759	GATA3
chr10	7909205	7935531	GATA3
chr10	8102395	8104395	GATA3
chr10	8102595	8104595	GATA3
chr10	8119020	8119170	GATA3
chr10	8373795	8375795	GATA3
chr10	8373195	8375195	GATA3
chr10	8387288	8399510	GATA3
chr10	8389356	8397544	GATA3
chr10	8401850	8412800	GATA3
chr10	8401306	8410446	GATA3
chr10	8896640	8922293	GATA3
chr10	8899954	8906744	GATA3
chr10	8907491	8921473	GATA3
chr10	9071354	9084876	GATA3
chr10	9076045	9083727	GATA3
chr10	9107600	9118560	GATA3
chr10	9107913	9125007	GATA3
chr10	9201012	9208989	GATA3
chr10	9215926	9224509	GATA3
chr10	9341068	9346440	GATA3
chr10	9343704	9348849	GATA3
chr10	8067208	8071187	GATA3
chr19	19322541	19324541	GATAD2A
chr1	94374309	94376309	GCLM
chr9	134250000	134270000	GFI1
chr9	135460000	135540961	GFI1
chr1	92542756	92544756	GFI1
chrX	70441002	70448800	GJB1
chr3	52707521	52709521	GNL3
chr15	32699910	32701910	GREM1
chr8	129977038	129979038	GSDMC
chr3	119814602	119822600	GSK3B
chr11	1996802	2023400	H19
chr19	19320154	19322154	HAPLN4
chr11	5248002	5248400	HBB
chr11	5247402	5249402	HBB
chr11	5247491	5249491	HBB
chr11	5254802	5256800	HBD
chr11	5266002	5277400	HBG1
chr11	5266002	5277400	HBG1, HBG2
chr11	5266002	5277400	HBG2
chr16	208709	210709	HBM
chr4	144566182	144568182	HHIP
chr4	144565782	144567782	HHIP
chr6	31907002	31922600	HLA-DRB1, HLA-DQB1, HLA-DRB5, HLA-C
chr11	118947402	118955800	HMBS
chr12	121412402	121416200	HNF1A
chr12	121416402	121424400	HNF1A
chr20	42983276	42985276	HNF4A
chr12	53965802	53966600	HOTAIR
chr5	175681216	175683216	HRH2
chr13	47471402	47471600	HTR2A
chr11	113845402	113846400	HTR3A
chr10	124217002	124220400	HTRA1
chr21	44195602	44196200	ICOSLG
chr3	185792802	185823800	IGF2BP2
chr2	217041602	217062600	IGFBP5
chr2	219965238	219974238	IHH
chr17	39755124	39757124	IKZF3
chr1	206941402	206947400	IL10
chr5	159328602	159343000	IL12B
chr11	112154433	112156433	IL-18
chr2	112784383	112786383	IL-1A
chr2	112831202	112834600	IL-1B
chr10	6054802	6063200	IL2RA
chr10	6053073	6055073	IL2RA
chr10	6050202	6052200	IL2RA
chr10	6051734	6053734	IL2RA
chr5	132007802	132009200	IL4
chr7	22760602	22771600	IL6
chr11	2181419	2183419	INS
chr12	66580602	66583000	IRAK3
chr7	128932913	128934913	IRF5
chr1	209789202	209834600	IRF6
chr1	209987802	209994800	IRF6
chr16	53793802	53796800	IRX3
chr16	53765402	53767400	IRX3, IRX5
chr16	31264202	31266600	ITGAM
chr5	156604202	156609777	ITK
chr7	27936402	27938200	JAZF1
chr1	59249452	59251452	JUN
chr1	59250097	59252097	JUN
chr11	2825002	2829600	KCNQ1
chr7	6468402	6486800	KDELR2
chr13	73984215	74005603	KLF5
chr13	73905173	73913222	KLF5
chr13	73928807	73948316	KLF5
chr13	73905435	73944915	KLF5
chr13	73972794	74005015	KLF5
chr19	51270402	51270600	KLK14, IGLON5, LRRC4B, SYT3
chr2	30224478	30226478	LBH
chr10	101218450	101220450	LBX1
chr5	125344507	125346243	LMNB1
chr5	124651163	124654187	LMNB1
chr5	124708335	124710392	LMNB1
chr11	8288480	8290480	LMO1
chr11	8232861	8234861	LMO1
chr12	57140602	57140800	LRP1
chr6	31558602	31560200	LTA
chr5	55710054	55714324	MAP3K1
chr5	55711340	55711570	MAP3K1
chr5	55714949	55731699	MAP3K1
chr5	55782873	55786931	MAP3K1
chr5	55827865	55834006	MAP3K1
chr5	55964225	55972449	MAP3K1
chr3	184917707	184919707	MAP3K13
chr3	185215307	185217307	MAP3K13
chr10	54526602	54537800	MBL2
chr2	111994520	111996520	MERTK
chr7	115956365	115958365	MET
chr7	115956165	115958165	MET
chr7	115993765	115995765	MET
chr7	116312365	116314365	MET
chr7	116909165	116911165	MET
chr18	58417685	58419685	miR-122
chr1	98514539	98516539	MIR137, MIR2682
chr1	98514539	98516539	MIR137/MIR2682
chr1	1134802	1167400	miR-200b
chr6	71404918	71406918	mir30a
chr3	37034602	37040200	MLH1
chr1	181050094	181052094	MR1
chr10	51548496	51550496	MSMB
chr5	25966202	25968000	MSNP1AS
chr6	163964037	164018687	MYB
chr3	187443146	187468463	MYC
chr8	128857956	128964803	MYC
chr8	128063002	128066600	MYC
chr8	127179736	127181736	MYC
chr8	128173002	128176800	MYC
chr8	130180065	130180972	MYC
chr8	129632446	129634446	MYC
chr8	128750402	128756400	MYC
chr8	129168000	129190017	MYC
chr8	128653265	128655265	MYC
chr8	126998202	127000400	MYC
chr8	127515802	127520800	MYC
chr8	127080402	127082000	MYC
chr8	126911414	126913414	MYC
chr8	127081911	127083911	MYC
chr8	127471793	127473793	MYC
chr8	127110881	127112881	MYC
chr8	127111671	127113671	MYC
chr8	127322428	127324428	MYC
chr8	127093635	127095635	MYC
chr8	127526115	127528115	MYC
chr8	128398602	128417000	MYC
chr8	129543949	129554294	MYC
chr8	127400060	127402060	MYC, CARLo-5, POU5F1B
chr8	127400060	127402060	MYC, PVT1
chr3	123694802	123698000	MYLK
chr8	91580464	91585421	NBN
chr3	137082096	137084096	NCK1
chr17	16123895	16128426	NCOR1
chr17	16126613	16132237	NCOR1
chr3	52784311	52786311	NEK4
chr2	232878002	232879400	NGEF
chr17	56694877	56696877	NOG
chr1	162048402	162051400	NOS1AP
chr17	26132301	26139107	NOS2
chr7	26135202	26143600	NOS2
chr9	139410587	139415679	NOTCH1
chr9	139458834	139464059	NOTCH1
chr9	139491580	139493580	NOTCH1
chr9	139497593	139504595	NOTCH1
chr9	139511833	139518922	NOTCH1
chr9	139929765	139929935	NOTCH1
chr1	144906202	144947800	NOTCH2
chr1	115300100	115300310	NRAS
chr8	31494581	31496581	NRG1
chr11	124608907	124610907	NRGN
chr10	102892202	102894600	NT5C2
chrX	51504931	51506931	NUDT11
chr17	39871802	39873000	ORMDL3
chr17	39923402	39941400	ORMDL3
chr20	48986349	49063548	PARD6B
chr6	162790546	162792546	PARK2
chr6	162790433	162792433	PARK2
chr11	31534353	31542527	PAX6
chr11	31676019	31679740	PAX6
chr3	52211805	52211955	PBRM1
chr3	52274665	52274830	PBRM1
chr3	52731308	52733675	PBRM1
chr3	52722401	52727615	PBRM1
chr8	127090810	127092810	PCAT1
chr6	42959723	42961723	PEX6
chr10	6054802	6063200	PFKFB3
chr10	6068602	6071200	PFKFB3
chr10	6054802	6063200	PFKFB3, IL2RA
chr10	6068602	6071200	PFKFB3, IL2RA
chr11	2164105	2166105	Pgl3
chr6	12902202	12905800	PHACTR1
chr1	160000799	160002799	PIGM
chr3	179167707	179169707	PIK3CA
chr19	9943002	9945400	PIN1
chr5	134769599	134772144	PITX1
chr4	110788013	110790013	PITX2
chr1	155270202	155271800	PKLR
chr2	68415402	68433000	PLEK
chrX	81728473	81728883	POU3F4
chr8	127411547	127413547	POU5F1B
chr8	127394198	127396198	POU5F1B, MYC
chr3	12334602	12351200	PPARG
chr17	66306202	66313000	PRKCA
chr5	177993908	177995908	PROP1
chr5	177994390	177996390	PROP1
chr14	73602802	73603000	PSEN1
chr10	89867993	89880509	PTEN
chr10	89937715	89941193	PTEN
chr10	90143252	90153362	PTEN
chr10	90145841	90152433	PTEN
chr10	89621988	89623988	PTEN
chr10	89622392	89624392	PTEN
chr10	89622462	89624462	PTEN
chr10	89910857	89914293	PTEN
chr17	5614686	5616686	PTEN
chr10	23507363	23509363	PTF1A
chr10	23507446	23509446	PTF1A
chr10	23507305	23509305	PTF1A
chr10	23507365	23509365	PTF1A
chr10	23507437	23509437	PTF1A
chr8	127399902	127401902	PVT1
chr8	127310574	127312574	PVT1
chr8	129105383	129107383	PVT1
chr20	58366501	58368501	RAB22A
chr8	117778620	117780620	RAD21
chr8	118742620	118744620	RAD21
chr5	131838005	131838155	RAD50
chr5	131891302	131893302	RAD50
chr5	131896323	131900560	RAD50
chr5	132108902	132110902	RAD50
chr5	131824902	131826902	RAD50
chr17	56012602	56014602	RAD51C
chr17	56405005	56405155	RAD51C
chr17	56490202	56492202	RAD51C
chr17	56565325	56565475	RAD51C
chr17	56686202	56688202	RAD51C
chr17	56727402	56729402	RAD51C
chr17	56817602	56819602	RAD51C
chr17	56840602	56842602	RAD51C
chr17	57028419	57030419	RAD51C
chr17	57232545	57233095	RAD51C
chr17	57287019	57289019	RAD51C
chr17	57922149	57926561	RAD51C
chr20	34017202	34018000	RALY
chr20	34019202	34023000	RALY
chr20	34059802	34065600	RALY
chr20	34065602	34068400	RALY
chr20	34068035	34070035	RALY
chr20	34068572	34070572	RALY
chr13	48611725	48612030	RB1
chr13	47128000	47130000	RB1
chr13	48667800	48669800	RB1
chr13	49065600	49067600	RB1
chr13	50656400	50658400	RB1
chr10	43085608	43087608	RET
chr10	43581812	43582711	RET
chr10	43580812	43583711	RET
chr10	42951399	42953399	RET
chr10	43056447	43058447	RET
chr6	116887889	116889889	RFX6
chr1	192564977	192566977	RGS1
chr1	98030620	98032620	RP11 490G2.2
chr9	133666202	133674000	SARDH
chr2	224465344	224467344	SCG2
chr5	147257162	147259162	SCGB3A2
chr1	243474402	243480800	SDCCAG8
chr12	110717411	110719411	SERCA2B
chr1	173886202	173887200	SERPINC1
chr7	101129817	101130058	SHH
chr7	156583562	156584711	SHH
chr7	156583402	156584600	SHH
chr1	105934	107935	SHH
chrx	857558	858158	SHOX
chr14	60973449	60975449	SIX6
chr11	35439976	35441976	SLC1A2
chr7	107300201	107302201	SLC26A4
chr11	118890202	118900800	SLC37A4
chr3	27506409	27508409	SLC4A7
chr17	28563402	28564400	SLC6A4
chr18	47918936	47920936	SMAD2
chr15	67149258	67151258	SMAD3
chr18	48921602	48926800	SMAD7
chr12	50449934	50451934	SMARCD1
chr4	89752280	89754280	SNCA
chr6	85535991	85537991	SNHG5
chr6	85512598	85514598	SNHG5
chr6	85547896	85549896	SNHG5
chr6	85513335	85515335	SNHG5
chr6	85494605	85496605	SNHG5
chr6	85537081	85539081	SNHG5
chr1	109273968	109275968	SORT1
chr22	38379602	38445800	SOX10
chr22	38005802	38017000	SOX10
chr17	68675303	68677303	SOX9
chr17	68697977	68699977	SOX9
chr17	68734530	68736530	SOX9
chr17	68746322	68748322	SOX9
chr17	68771750	68773750	SOX9
chr17	69705602	69706600	SOX9
chr17	71112202	71116400	SOX9
chr17	71110675	71112675	SOX9
chr3	52769471	52771471	SPCS1
chr5	147211002	147213600	SPINK1
chr11	72757002	72765000	STARD10
chr17	42355802	42356600	STAT3
chr6	159518202	159522400	TAGAP
chr6	159523668	159523966	TAGAP
chr6	159524402	159532000	TAGAP
chr6	159534002	159544800	TAGAP
chr6	159546202	159549800	TAGAP
chr6	159551602	159553000	TAGAP
chr6	159556002	159556400	TAGAP
